fact_id,vintage_id,car_reference,sale_quantity,sale_price,Brand,Model,Year,Engine Size,Top Speed,Horsepower,Country
14025,38,194,1,44649,Datsun,510,1972,1.6L,165,96,Japan
14026,52,8,4,38167,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
14027,45,219,2,36854,Renault,Alpine A110,1973,1.6L,210,138,France
14028,35,205,4,47621,Toyota,2000GT,1969,2.0L,220,150,Japan
14029,17,288,3,45194,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
14030,0,223,4,7546,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
14031,3,183,2,38778,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14032,6,248,4,17362,Dodge,Charger R/T,1968,7.2L,225,375,USA
14033,14,116,2,17292,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
14034,36,364,4,31614,Toyota,Celica GT,1976,2.2L,185,96,Japan
14035,6,39,1,42304,Dodge,Charger R/T,1968,7.2L,225,375,USA
14036,18,29,4,23262,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14037,33,313,1,27346,Maserati,Bora,1973,4.7L,265,310,Italy
14038,44,256,1,31117,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
14039,20,216,4,41920,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
14040,18,394,3,30406,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14041,52,166,4,8251,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
14042,12,325,3,9186,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14043,46,299,3,39480,Peugeot,504 Coupe,1972,2.0L,180,104,France
14044,16,155,1,8333,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14045,6,48,2,44861,Dodge,Charger R/T,1968,7.2L,225,375,USA
14046,32,293,2,44051,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
14047,45,47,1,5714,Renault,Alpine A110,1973,1.6L,210,138,France
14048,3,345,4,39592,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14049,51,242,1,35683,Holden,Monaro GTS,1971,5.7L,210,300,Australia
14050,11,42,4,28983,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
14051,29,335,3,22871,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
14052,22,130,4,32386,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
14053,4,214,1,11509,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
14054,31,100,3,26557,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
14055,14,362,2,22929,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
14056,38,366,2,19830,Datsun,510,1972,1.6L,165,96,Japan
14057,20,198,1,28979,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
14058,36,105,2,30625,Toyota,Celica GT,1976,2.2L,185,96,Japan
14059,2,31,2,33679,Ford,Thunderbird,1967,7.0L,205,345,USA
14060,24,73,1,22590,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14061,39,208,3,10953,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14062,17,146,4,34822,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
14063,37,38,2,38876,Datsun,240Z,1971,2.4L,200,151,Japan
14064,46,334,4,22458,Peugeot,504 Coupe,1972,2.0L,180,104,France
14065,39,27,4,25099,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14066,37,142,2,22059,Datsun,240Z,1971,2.4L,200,151,Japan
14067,48,236,3,7311,Volvo,P1800,1969,2.0L,190,118,Sweden
14068,33,112,1,42515,Maserati,Bora,1973,4.7L,265,310,Italy
14069,12,344,3,29593,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14070,25,275,3,44100,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
14071,12,278,2,11933,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14072,37,371,3,19778,Datsun,240Z,1971,2.4L,200,151,Japan
14073,23,383,4,14044,Aston Martin,DB6,1966,4.0L,240,282,UK
14074,19,20,1,19511,BMW,3.0 CSL,1973,3.0L,220,206,Germany
14075,24,402,2,38173,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14076,15,186,3,31378,Porsche,914,1974,2.0L,205,100,Germany
14077,30,337,2,20679,Lamborghini,Espada,1970,3.9L,245,325,Italy
14078,39,363,1,37552,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14079,5,6,3,31805,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
14080,17,316,3,29352,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
14081,5,227,2,14590,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
14082,30,168,4,5055,Lamborghini,Espada,1970,3.9L,245,325,Italy
14083,45,117,4,28723,Renault,Alpine A110,1973,1.6L,210,138,France
14084,18,376,3,8495,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14085,13,20,4,13321,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
14086,1,180,1,5116,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
14087,31,106,4,6732,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
14088,46,285,4,9098,Peugeot,504 Coupe,1972,2.0L,180,104,France
14089,26,282,1,39724,MG,MGB Roadster,1969,1.8L,170,95,UK
14090,41,159,1,17551,Honda,S600,1966,0.6L,145,57,Japan
14091,51,185,1,38506,Holden,Monaro GTS,1971,5.7L,210,300,Australia
14092,24,182,1,14569,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14093,13,265,1,13895,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
14094,14,201,1,11931,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
14095,41,282,3,33782,Honda,S600,1966,0.6L,145,57,Japan
14096,28,10,2,37027,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
14097,10,242,4,31931,Cadillac,Eldorado,1976,8.2L,180,215,USA
14098,3,350,1,5014,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14099,45,143,4,40663,Renault,Alpine A110,1973,1.6L,210,138,France
14100,11,144,2,42232,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
14101,2,245,4,34199,Ford,Thunderbird,1967,7.0L,205,345,USA
14102,41,109,3,33662,Honda,S600,1966,0.6L,145,57,Japan
14103,45,323,2,18691,Renault,Alpine A110,1973,1.6L,210,138,France
14104,30,158,3,45247,Lamborghini,Espada,1970,3.9L,245,325,Italy
14105,18,83,2,27698,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14106,28,328,4,37413,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
14107,14,256,3,40512,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
14108,18,79,3,39939,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14109,17,172,1,27986,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
14110,41,359,1,25185,Honda,S600,1966,0.6L,145,57,Japan
14111,37,135,3,37647,Datsun,240Z,1971,2.4L,200,151,Japan
14112,15,67,2,36710,Porsche,914,1974,2.0L,205,100,Germany
14113,41,372,2,31417,Honda,S600,1966,0.6L,145,57,Japan
14114,3,352,1,18201,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14115,8,95,4,21207,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
14116,19,223,1,40302,BMW,3.0 CSL,1973,3.0L,220,206,Germany
14117,41,26,4,44849,Honda,S600,1966,0.6L,145,57,Japan
14118,48,91,3,12486,Volvo,P1800,1969,2.0L,190,118,Sweden
14119,41,59,2,17616,Honda,S600,1966,0.6L,145,57,Japan
14120,30,384,4,22992,Lamborghini,Espada,1970,3.9L,245,325,Italy
14121,24,58,1,15822,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14122,28,288,3,19690,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
14123,16,124,2,8339,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14124,44,384,2,33193,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
14125,39,367,3,26800,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14126,7,241,4,29259,Dodge,Challenger T/A,1970,5.6L,205,290,USA
14127,38,179,2,31863,Datsun,510,1972,1.6L,165,96,Japan
14128,11,244,2,24710,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
14129,8,130,4,34374,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
14130,26,229,3,25287,MG,MGB Roadster,1969,1.8L,170,95,UK
14131,38,354,4,7491,Datsun,510,1972,1.6L,165,96,Japan
14132,51,239,4,43315,Holden,Monaro GTS,1971,5.7L,210,300,Australia
14133,34,169,4,47197,Fiat,124 Spider,1971,1.6L,170,108,Italy
14134,4,88,3,29534,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
14135,51,19,4,47420,Holden,Monaro GTS,1971,5.7L,210,300,Australia
14136,3,340,4,12525,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14137,12,32,2,43371,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14138,18,178,3,18276,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14139,15,175,4,13943,Porsche,914,1974,2.0L,205,100,Germany
14140,25,236,1,23646,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
14141,35,404,3,42437,Toyota,2000GT,1969,2.0L,220,150,Japan
14142,32,221,3,36788,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
14143,41,401,2,26850,Honda,S600,1966,0.6L,145,57,Japan
14144,31,163,4,30523,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
14145,44,299,3,8740,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
14146,27,86,3,10324,Ferrari,308 GTB,1975,3.0L,255,255,Italy
14147,12,250,3,49269,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14148,18,114,3,29173,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14149,31,160,1,41859,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
14150,10,353,1,36600,Cadillac,Eldorado,1976,8.2L,180,215,USA
14151,47,43,3,41263,Citroen,SM,1971,2.7L,220,170,France
14152,23,342,2,6559,Aston Martin,DB6,1966,4.0L,240,282,UK
14153,2,405,3,49875,Ford,Thunderbird,1967,7.0L,205,345,USA
14154,23,7,3,14092,Aston Martin,DB6,1966,4.0L,240,282,UK
14155,10,259,3,41999,Cadillac,Eldorado,1976,8.2L,180,215,USA
14156,16,374,2,13794,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14157,25,395,4,28472,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
14158,50,207,1,23852,Opel,GT,1971,1.9L,185,102,Germany
14159,19,304,3,13850,BMW,3.0 CSL,1973,3.0L,220,206,Germany
14160,50,211,4,41772,Opel,GT,1971,1.9L,185,102,Germany
14161,1,202,4,43224,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
14162,16,345,1,26259,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14163,33,119,3,29385,Maserati,Bora,1973,4.7L,265,310,Italy
14164,20,56,2,39904,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
14165,7,181,2,16982,Dodge,Challenger T/A,1970,5.6L,205,290,USA
14166,33,92,1,42974,Maserati,Bora,1973,4.7L,265,310,Italy
14167,8,267,4,19245,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
14168,44,366,4,16661,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
14169,18,96,3,10177,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14170,46,326,2,8784,Peugeot,504 Coupe,1972,2.0L,180,104,France
14171,17,349,2,29032,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
14172,26,361,2,41269,MG,MGB Roadster,1969,1.8L,170,95,UK
14173,10,378,4,8230,Cadillac,Eldorado,1976,8.2L,180,215,USA
14174,14,127,3,7983,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
14175,17,66,3,39682,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
14176,7,208,2,16181,Dodge,Challenger T/A,1970,5.6L,205,290,USA
14177,2,372,2,43049,Ford,Thunderbird,1967,7.0L,205,345,USA
14178,41,289,4,28361,Honda,S600,1966,0.6L,145,57,Japan
14179,3,187,4,12264,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14180,47,87,2,32010,Citroen,SM,1971,2.7L,220,170,France
14181,8,362,2,30814,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
14182,18,319,2,20160,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14183,5,166,2,9749,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
14184,51,374,1,43179,Holden,Monaro GTS,1971,5.7L,210,300,Australia
14185,10,140,2,13516,Cadillac,Eldorado,1976,8.2L,180,215,USA
14186,17,170,4,42941,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
14187,49,255,3,9561,Saab,Sonett III,1972,1.7L,165,65,Sweden
14188,49,305,3,40115,Saab,Sonett III,1972,1.7L,165,65,Sweden
14189,27,372,2,43172,Ferrari,308 GTB,1975,3.0L,255,255,Italy
14190,37,315,1,36456,Datsun,240Z,1971,2.4L,200,151,Japan
14191,46,236,1,17084,Peugeot,504 Coupe,1972,2.0L,180,104,France
14192,49,398,2,47126,Saab,Sonett III,1972,1.7L,165,65,Sweden
14193,46,297,2,34112,Peugeot,504 Coupe,1972,2.0L,180,104,France
14194,22,237,3,22973,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
14195,2,261,2,23884,Ford,Thunderbird,1967,7.0L,205,345,USA
14196,10,291,2,38403,Cadillac,Eldorado,1976,8.2L,180,215,USA
14197,13,300,2,26377,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
14198,30,343,1,5128,Lamborghini,Espada,1970,3.9L,245,325,Italy
14199,5,161,4,25590,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
14200,14,234,2,28139,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
14201,10,200,4,32943,Cadillac,Eldorado,1976,8.2L,180,215,USA
14202,2,152,4,20074,Ford,Thunderbird,1967,7.0L,205,345,USA
14203,7,43,1,46792,Dodge,Challenger T/A,1970,5.6L,205,290,USA
14204,3,188,4,29186,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14205,22,167,4,39502,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
14206,12,10,3,15104,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14207,28,368,1,46326,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
14208,32,106,1,24675,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
14209,10,298,4,23678,Cadillac,Eldorado,1976,8.2L,180,215,USA
14210,12,9,4,5275,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14211,24,334,1,41944,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14212,41,98,2,16152,Honda,S600,1966,0.6L,145,57,Japan
14213,42,77,4,27053,Honda,Civic RS,1975,1.5L,155,76,Japan
14214,8,241,3,36588,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
14215,9,229,4,11690,Pontiac,GTO Judge,1969,6.6L,215,366,USA
14216,42,223,2,8910,Honda,Civic RS,1975,1.5L,155,76,Japan
14217,4,6,4,10904,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
14218,3,157,4,43811,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14219,34,331,2,21831,Fiat,124 Spider,1971,1.6L,170,108,Italy
14220,8,49,3,45552,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
14221,47,373,4,11231,Citroen,SM,1971,2.7L,220,170,France
14222,13,87,1,49085,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
14223,46,344,3,47319,Peugeot,504 Coupe,1972,2.0L,180,104,France
14224,28,207,2,9643,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
14225,22,103,4,35920,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
14226,25,124,2,19413,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
14227,0,242,2,42890,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
14228,13,214,1,42959,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
14229,12,313,4,42686,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14230,9,329,3,6437,Pontiac,GTO Judge,1969,6.6L,215,366,USA
14231,16,214,2,45759,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14232,41,300,2,24203,Honda,S600,1966,0.6L,145,57,Japan
14233,23,267,2,29395,Aston Martin,DB6,1966,4.0L,240,282,UK
14234,40,277,4,19024,Mazda,RX-3,1973,1.1L,190,130,Japan
14235,47,166,3,31483,Citroen,SM,1971,2.7L,220,170,France
14236,48,233,4,11032,Volvo,P1800,1969,2.0L,190,118,Sweden
14237,20,314,4,5500,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
14238,46,241,1,5140,Peugeot,504 Coupe,1972,2.0L,180,104,France
14239,48,267,4,30726,Volvo,P1800,1969,2.0L,190,118,Sweden
14240,18,138,3,27363,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14241,30,368,3,18041,Lamborghini,Espada,1970,3.9L,245,325,Italy
14242,26,235,1,49751,MG,MGB Roadster,1969,1.8L,170,95,UK
14243,42,192,3,20863,Honda,Civic RS,1975,1.5L,155,76,Japan
14244,1,301,3,11271,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
14245,28,389,4,33714,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
14246,24,39,3,11007,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14247,35,304,3,31061,Toyota,2000GT,1969,2.0L,220,150,Japan
14248,15,21,2,45255,Porsche,914,1974,2.0L,205,100,Germany
14249,20,68,3,23698,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
14250,20,106,2,13618,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
14251,50,112,2,26245,Opel,GT,1971,1.9L,185,102,Germany
14252,27,336,3,20621,Ferrari,308 GTB,1975,3.0L,255,255,Italy
14253,3,359,1,29242,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14254,39,152,3,44636,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14255,20,184,4,29280,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
14256,22,60,2,29073,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
14257,39,329,4,37328,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14258,4,256,1,32165,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
14259,39,400,4,39733,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14260,41,154,4,31010,Honda,S600,1966,0.6L,145,57,Japan
14261,0,323,3,30058,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
14262,21,78,1,46052,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
14263,29,219,2,18639,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
14264,37,198,3,21907,Datsun,240Z,1971,2.4L,200,151,Japan
14265,1,129,2,23310,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
14266,18,213,3,18128,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14267,23,147,2,42638,Aston Martin,DB6,1966,4.0L,240,282,UK
14268,12,294,2,18369,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14269,39,100,2,30070,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14270,9,187,2,29266,Pontiac,GTO Judge,1969,6.6L,215,366,USA
14271,1,137,4,48364,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
14272,1,50,3,48835,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
14273,14,398,4,20410,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
14274,10,2,4,24514,Cadillac,Eldorado,1976,8.2L,180,215,USA
14275,23,374,2,10847,Aston Martin,DB6,1966,4.0L,240,282,UK
14276,10,187,1,30060,Cadillac,Eldorado,1976,8.2L,180,215,USA
14277,32,252,1,15614,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
14278,3,309,1,46360,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14279,27,22,2,39486,Ferrari,308 GTB,1975,3.0L,255,255,Italy
14280,9,235,1,26155,Pontiac,GTO Judge,1969,6.6L,215,366,USA
14281,2,170,2,46617,Ford,Thunderbird,1967,7.0L,205,345,USA
14282,38,58,2,43915,Datsun,510,1972,1.6L,165,96,Japan
14283,24,136,4,40804,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14284,16,179,3,25354,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14285,49,140,3,34885,Saab,Sonett III,1972,1.7L,165,65,Sweden
14286,34,357,4,37647,Fiat,124 Spider,1971,1.6L,170,108,Italy
14287,44,343,4,49774,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
14288,44,175,1,25320,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
14289,2,400,1,39510,Ford,Thunderbird,1967,7.0L,205,345,USA
14290,29,41,4,35657,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
14291,13,322,1,7525,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
14292,22,163,1,31250,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
14293,44,327,4,12857,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
14294,48,147,3,22242,Volvo,P1800,1969,2.0L,190,118,Sweden
14295,51,289,4,13555,Holden,Monaro GTS,1971,5.7L,210,300,Australia
14296,52,388,4,12783,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
14297,5,226,4,17105,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
14298,50,239,4,34759,Opel,GT,1971,1.9L,185,102,Germany
14299,6,69,1,28246,Dodge,Charger R/T,1968,7.2L,225,375,USA
14300,39,371,4,24804,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14301,23,359,1,18387,Aston Martin,DB6,1966,4.0L,240,282,UK
14302,10,52,3,31979,Cadillac,Eldorado,1976,8.2L,180,215,USA
14303,39,234,4,20598,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14304,36,369,1,47618,Toyota,Celica GT,1976,2.2L,185,96,Japan
14305,31,211,4,28547,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
14306,1,370,2,48533,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
14307,35,99,2,43024,Toyota,2000GT,1969,2.0L,220,150,Japan
14308,32,141,2,10817,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
14309,48,125,3,33392,Volvo,P1800,1969,2.0L,190,118,Sweden
14310,31,404,3,21840,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
14311,38,400,2,27059,Datsun,510,1972,1.6L,165,96,Japan
14312,46,193,3,29362,Peugeot,504 Coupe,1972,2.0L,180,104,France
14313,25,302,1,23433,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
14314,41,259,3,40684,Honda,S600,1966,0.6L,145,57,Japan
14315,44,254,2,35099,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
14316,16,174,4,21404,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14317,46,22,4,48049,Peugeot,504 Coupe,1972,2.0L,180,104,France
14318,11,283,1,7497,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
14319,4,339,1,7672,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
14320,35,60,4,43165,Toyota,2000GT,1969,2.0L,220,150,Japan
14321,36,75,3,38249,Toyota,Celica GT,1976,2.2L,185,96,Japan
14322,30,150,3,29829,Lamborghini,Espada,1970,3.9L,245,325,Italy
14323,47,148,2,13013,Citroen,SM,1971,2.7L,220,170,France
14324,13,199,3,18418,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
14325,18,192,2,42455,BMW,2002 Turbo,1974,2.0L,210,170,Germany
14326,24,107,2,41836,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14327,12,258,4,37895,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14328,51,15,1,15785,Holden,Monaro GTS,1971,5.7L,210,300,Australia
14329,1,236,4,37008,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
14330,32,315,3,20032,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
14331,0,224,3,7095,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
14332,52,171,3,24147,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
14333,3,138,3,12000,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14334,39,58,4,35245,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
14335,50,357,3,19633,Opel,GT,1971,1.9L,185,102,Germany
14336,6,387,1,24580,Dodge,Charger R/T,1968,7.2L,225,375,USA
14337,25,99,1,37686,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
14338,50,354,4,39108,Opel,GT,1971,1.9L,185,102,Germany
14339,3,367,3,25274,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
14340,0,31,3,23355,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
14341,8,16,3,34187,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
14342,50,261,2,18061,Opel,GT,1971,1.9L,185,102,Germany
14343,5,290,4,12519,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
14344,46,368,4,8288,Peugeot,504 Coupe,1972,2.0L,180,104,France
14345,42,384,2,16005,Honda,Civic RS,1975,1.5L,155,76,Japan
14346,12,24,1,45117,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14347,48,268,2,10594,Volvo,P1800,1969,2.0L,190,118,Sweden
14348,14,313,3,23504,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
14349,45,231,1,17605,Renault,Alpine A110,1973,1.6L,210,138,France
14350,12,293,3,14314,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
14351,20,145,1,45672,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
14352,28,380,2,47510,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
14353,34,58,1,8608,Fiat,124 Spider,1971,1.6L,170,108,Italy
14354,16,118,4,37498,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14355,24,238,3,42613,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14356,28,346,1,30335,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
14357,41,316,1,40786,Honda,S600,1966,0.6L,145,57,Japan
14358,9,144,2,41144,Pontiac,GTO Judge,1969,6.6L,215,366,USA
14359,32,186,1,27283,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
14360,47,346,2,32749,Citroen,SM,1971,2.7L,220,170,France
14361,5,181,4,6371,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
14362,16,34,2,10543,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14363,16,46,3,25086,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
14364,13,358,1,21177,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
14365,24,216,1,37124,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
14366,28,234,1,21064,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
14367,36,204,2,41353,Toyota,Celica GT,1976,2.2L,185,96,Japan
14368,40,217,2,30249,Mazda,RX-3,1973,1.1L,190,130,Japan
14369,6,369,1,35134,Dodge,Charger R/T,1968,7.2L,225,375,USA
14370,49,13,1,36445,Saab,Sonett III,1972,1.7L,165,65,Sweden
14371,18,233,4,16806,BMW,2002 Turbo,1974,2.0L,210,170,Germany
